,1,2,3,4,10,15,20,25,30,35,40
20,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
25,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
30,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
35,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
40,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
45,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
50,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
55,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
60,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
65,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
75,6.2,3.2,2.26,1.42,0.27,-0.34,-0.98,-1.43,-1.74,-1.9,-2
