,0,3,5,7,9,11,13,15,20,25,29
20,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
25,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
30,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
35,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
40,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
45,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
50,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
55,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
60,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
65,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
70,8,3,2.33,2,1.8,1.6,1.4,1.2,0.76,0.48,0.4
