,1,2,3,4,5,7,9,11,14,15,31
20,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
25,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
30,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
35,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
40,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
45,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
50,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
55,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
60,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
65,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
70,25,13,8.75,7.5,6.25,4.375,3.25,2.5,2,1.5,1.5
